1_100_104_1	โครงสร้าง จุล ภาพ พื้นผิว   ผิว ชุบ เคลือบ ทองแดง แบบ ไม่ ใช้ ไฟฟ้า   เมื่อ เติม ไพรี ดีน   แสดง ดัง ไมโคร กราฟ รูป ที่   สิบ
1_49_39_1	เก้า   สังคมศาสตร์   หมายถึง   วิชา การธนาคาร   พาณิชยศาสตร์ และ การบัญชี   รัฐศาสตร์   การ ฑูต   ภูมิศาสตร์   ความสัมพันธ์ ระหว่างประเทศ   วารสารศาสตร์   รัฐประศาสนศาสตร์   สังคมวิทยา   เศรษฐศาสตร์   สถิติ   และ วิชา อื่น ที่ คล้ายคลึง กัน
1_49_43_1	สอง   การ สร้าง ฐานข้อมูล สารนิเทศ ด้าน วิทยาศาสตร์   และ เทคโนโลยี ด้วย มาตรฐาน ที่ สามารถ เชื่อมโยง   และ แลกเปลี่ยน ข้อมูล ภายใน   และ ระหว่าง เครือข่าย ต่าง ต่าง   ภายในประเทศ
1_49_44_1	สาม   ความร่วมมือ และ ประสานงาน บริการ สารนิเทศ ระหว่าง หน่วยงาน   ใน การ ใช้ ทรัพยากร สารนิเทศ ร่วมกัน ระดับ สถาบัน อุดมศึกษา   ระดับชาติ   และ ระดับนานาชาติ
1_49_52_4	เกี่ยวกับ ฐานข้อมูล ของ ห้องสมุด สถาบัน อุดมศึกษา ที่ ได้ พัฒนา มา เป็นเวลา นาน   มี จำนวน ข้อมูล มาก และ สามารถ ให้บริการ อย่างมีประสิทธิภาพ ด้วย ระบบ ของ ตนเอง
1_49_52_5	และ ฐานข้อมูล ของ ห้องสมุด บางแห่ง ได้ จัด เป็น เครือข่าย ระดับชาติ   ดำเนินการ ร่วมมือ และ เชื่อมโยง กับ ฐานข้อมูล สาขาวิชา เดียวกัน อย่างเป็นทางการ   ทั้ง ใน ระดับ ภูมิภาค และ ระดับนานาชาติ
1_49_5_1	โครงการ สารนิเทศ ห้องสมุด สถาบัน อุดมศึกษา   มี วัตถุประสงค์ ที่จะ สร้าง และ เชื่อมโยง ฐานข้อมูล ด้าน วิทยาศาสตร์   และ เทคโนโลยี   ของ ห้องสมุด สถาบัน อุดมศึกษา   สิบเอ็ด   แห่ง   เข้า เป็น ระบบเครือข่าย คอมพิวเตอร์
1_49_67_1	สิบเอ็ด   สถาบัน เทคโนโลยี พระ จอมเกล้า ธนบุรี   หนึ่ง พันหก ร้อยแปด สิบเอ็ด   บรรณานุกรม เฉพาะ วิชา   ดรรชนี วารสาร   วิทยานิพนธ์ และ วิจัย   รวม   ห้า หมื่น หนึ่ง พัน เก้า ร้อย เจ็ด สิบห้า   ระเบียน
1_49_73_2	และ การ สนับสนุน จาก ศูนย์ เทคโนโลยี อิเล็กทรอนิกส์ และ คอมพิวเตอร์ ยังอยู่ ใน ขอบเขต จำกัด   ไม่ พอเพียง ใน การ จัด ฐานข้อมูล ได้ รวดเร็ว ตามที่ ต้องการ
1_49_76_2	ศูนย์ เทคโนโลยี อิเล็กทรอนิกส์ และ คอมพิวเตอร์ แห่งชาติ   ควร เป็น หน่วย งานหลัก ที่ ให้คำปรึกษา แนะนำ   และ แก้ไขปัญหา เกี่ยวกับ คอมพิวเตอร์   ตลอดจน พิจารณา จัดหา อุปกรณ์ ที่ จำเป็น ให้ ด้วย
1_4_3_7	ผม เชื่อ แน่ ว่า ผลงาน วิจัยและพัฒนา นี้   มีประโยชน์ อย่างสูง ต่อ การพัฒนา ด้านอุตสาหกรรม อิเล็กทรอนิกส์ และ คอมพิวเตอร์
1_50_18_1	สาม   วิเคราะห์ และ ออกแบบ ระบบเครือข่าย คอมพิวเตอร์   ที่ เหมาะสม กับ การ ประยุกต์ ใช้งาน ภายใต้ ระบบ เป็น มาตรฐาน   และ การ ต่อ เชื่อม ระบบเครือข่าย คอมพิวเตอร์ ที่ ต่าง ชนิด กัน
1_50_24_8	โดย ใน ระยะแรก ของ โครงการ   จะ ดำเนินการ เชื่อมโยง เครื่องคอมพิวเตอร์ ของ จุฬาลงกรณ์ มหาวิทยาลัย   สถาบัน เทคโนโลยี แห่ง เอเซีย   กระทรวง วิทยาศาสตร์ เทคโนโลยี และ การ พลังงาน   และ สถาบัน เทคโนโลยี พระ จอมเกล้า เจ้าคุณ ทหาร ลาดกระบัง เข้าด้วยกัน
